id,unique_path
394,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0094.png
395,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0095.png
396,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0096.png
397,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0097.png
398,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0098.png
399,./data/supermarket_dataset_real_scene/Cleaning/Cleaning_0099.png
400,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0000.png
401,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0001.png
402,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0002.png
403,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0003.png
404,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0004.png
405,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0005.png
406,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0006.png
407,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0007.png
408,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0008.png
409,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0009.png
410,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0010.png
411,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0011.png
412,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0012.png
413,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0013.png
414,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0014.png
415,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0015.png
416,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0016.png
417,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0017.png
418,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0018.png
419,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0019.png
420,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0020.png
421,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0021.png
422,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0022.png
423,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0023.png
424,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0024.png
425,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0025.png
426,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0026.png
427,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0027.png
428,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0028.png
429,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0029.png
430,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0030.png
431,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0031.png
432,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0032.png
433,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0033.png
434,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0034.png
435,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0035.png
436,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0036.png
437,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0037.png
438,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0038.png
439,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0039.png
440,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0040.png
441,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0041.png
442,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0042.png
443,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0043.png
444,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0044.png
445,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0045.png
446,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0046.png
447,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0047.png
448,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0048.png
449,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0049.png
450,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0050.png
451,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0051.png
452,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0052.png
453,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0053.png
454,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0054.png
455,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0055.png
456,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0056.png
457,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0057.png
458,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0058.png
459,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0059.png
460,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0060.png
461,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0061.png
462,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0062.png
463,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0063.png
464,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0064.png
465,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0065.png
466,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0066.png
467,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0067.png
468,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0068.png
469,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0069.png
470,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0070.png
471,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0071.png
472,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0072.png
473,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0073.png
474,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0074.png
475,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0075.png
476,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0076.png
477,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0077.png
478,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0078.png
479,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0079.png
480,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0080.png
481,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0081.png
482,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0082.png
483,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0083.png
484,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0084.png
485,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0085.png
486,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0086.png
487,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0087.png
488,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0088.png
489,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0089.png
490,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0090.png
491,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0091.png
492,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0092.png
493,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0093.png
494,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0094.png
495,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0095.png
496,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0096.png
497,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0097.png
498,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0098.png
499,./data/supermarket_dataset_real_scene/CannedFood/CannedFood_0099.png
